smiles,pka_value,filtered,filter_version
CCOc1ccccc1N1CCN(CC(O)CN2C(=O)N/C(=C\c3cccc(OC)c3OC)C2=O)CC1.Cl,7.53,True,1.0
CCOc1ccccc1N1CCN(CC(O)CN2C(=O)N/C(=C\c3ccccc3)C2=O)CC1.Cl,7.66,True,1.0
CCOc1ccccc1N1CCN(CC(O)CN2C(=O)NC(=O)C2(c2ccccc2)c2ccccc2)CC1.Cl,7.44,True,1.0
CCOc1ccccc1N1CCN(CCc2ccc(OC)c(OC)c2)CC1,8.89,True,1.0
CCOc1ccccc1N1CCN(CCc2ccc(OC)cc2)CC1,7.91,True,1.0
CCOc1ccccc1N1CCN(CCc2ccc3c(c2)OCO3)CC1,8.85,True,1.0
CCOc1ccccc1N1CCN(CCc2cccc(OC)c2)CC1,8.13,True,1.0
CCOc1ccccc1Nc1c2ccccc2nc2ccccc12,7.85,True,1.0
CCOc1ccccc1O,10.109,True,1.0
CCOc1ccccc1OC(C)C1=NCCN1,6.5,True,1.0
CCOc1ccccc1[Se]CC(=O)O,3.9,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)NC3CCNCC3)cn2)c1,10.1,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@@H]3CCNC3)cn2)c1,9.2,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@@H]3CNCC(F)(F)C3)cn2)c1,5.2,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@@H]3CNCCC3(F)F)cn2)c1,6.4,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@@H]3CNCC[C@@H]3F)cn2)c1,8.0,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@@H]3CNCC[C@H]3F)cn2)c1,7.3,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@@H]3CNC[C@@H](F)C3)cn2)c1,7.5,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@@H]3CNC[C@H](F)C3)cn2)c1,6.8,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCCNC3)cn2)c1,9.5,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCNC3)cn2)c1,9.2,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CC[C@@H](C(F)(F)F)NC3)cn2)c1,4.5,True,1.0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CNC[C@H](F)C3)cn2)c1,7.5,True,1.0
CCOc1ccnc(C(=O)O)c1,6.62,True,1.0
CCOc1ccnc(C[S+]([O-])c2nc3cscc3[nH]2)c1,3.92,True,1.0
CCOc1ccnc(O)n1,1.0,True,1.0
CCOc1ccncc1,6.67,True,1.0
CCOc1ccncc1[N+](=O)[O-],2.67,True,1.0
CCOc1cnc2nc(N)nc(O)c2n1,2.52,True,1.0
CCOc1nc(=O)[nH]cc1[N+](=O)[O-],6.6,True,1.0
CCOc1nc(=O)c([N+](=O)[O-])c[nH]1,4.88,True,1.0
CCOc1nc(C(=O)O)nc2c1NC(OCC)C(OCC)N2,3.6,True,1.0
CCOc1nc(Cl)c(Cl)c(Cl)c1Cl,-1.72,True,1.0
CCOc1nc(N(C)C)ncc1[N+](=O)[O-],1.25,True,1.0
CCOc1nc(NCC(=O)O)c(N)c(C(=O)O)n1,3.6,True,1.0
CCOc1nc2c(c(C(=O)O)n1)N=C(O)CN2,0.81,True,1.0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.9,True,1.0
CCOc1nc2cnccc2c(=O)[nH]1,7.5,True,1.0
CCOc1nc2cncnc2n1C,3.45,True,1.0
CCOc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,6.1,True,1.0
CCOc1ncc(Br)cn1,-0.42,True,1.0
CCOc1ncc(C)cn1,1.75,True,1.0
CCOc1ncc2[nH]cnc2n1,2.46,True,1.0
CCOc1ncc2ncn(C)c2n1,2.53,True,1.0
CCOc1ncccc1-c1ccc(N2CCN(C(=O)C3(C(F)(F)F)CCC3)C[C@H]2CC)c(C(=O)NC2CCN(C)CC2)n1,8.7,True,1.0
CCOc1ncccc1-c1ccc(N2CCN(C(=O)C3(C(F)(F)F)CCC3)C[C@H]2CC)c(C(=O)N[C@@H]2CCN(C)C2)n1,8.9,True,1.0
CCOc1ncccc1-c1ccc(N2CCN(C(=O)C3(C(F)(F)F)CCCC3)C[C@H]2CC)c(C(=O)N[C@@H]2CCN(C)C2)n1,8.9,True,1.0
CCOc1ncccc1-c1ccc(N2CCN(C(=O)C34CCC(C(F)(F)F)(CC3)CC4)C[C@H]2CC)c(C(=O)N[C@@H]2CCN(C)C2)n1,9.5,True,1.0
CCOc1ncccn1,1.27,True,1.0
CCOc1ncnc2c1ncn2C,1.9,True,1.0
CCOc1ncnc2nc[nH]c12,2.13,True,1.0
CCOc1noc2c1CN(C)CC2.Cl,6.6,True,1.0
CCOc1noc2c1CNCC2.Cl,7.6,True,1.0
CCP(=O)(CC)NP(=O)(CC)CC,6.36,True,1.0
CCP(=O)(CC)c1ccncc1,2.0,True,1.0
CCP(=O)(O)CC,3.1,True,1.0
CCP(=O)(O)O,7.6,True,1.0
CCP(=O)(O)OC,1.88,True,1.0
CCP(=S)(S)CC,0.98,True,1.0
CCP(O)(=S)CC,2.54,True,1.0
CCS,10.61,True,1.0
CCS(=O)(=O)CCN1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1,6.06,True,1.0
CCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.19,True,1.0
CCS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1,3.1,True,1.0
CCS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,4.0,True,1.0
CCS(=O)(=O)c1ccc(N)cc1,1.38,True,1.0
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOC1)CC2,5.9,True,1.0
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,6.9,True,1.0
CCSC(=S)SCC(=O)O,2.91,True,1.0
CCSCC(=O)O,3.712,True,1.0
CCSCCC(N)C(=O)O,9.02,True,1.0
CCSC[C@H](N)C(=O)O,1.94,True,1.0
CCSP(C)(=O)O,2.03,True,1.0
CCSc1ccc(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)cc1,8.2,True,1.0
CCSc1ccc(N)cc1,4.0,True,1.0
CCSc1ccc2c(c1)N=CNC2O,7.47,True,1.0
CCSc1ccc2cncnc2c1,3.11,True,1.0
CCSc1cccc2nc(N)nc(N)c12,7.87,True,1.0
CCSc1ccncn1,2.6,True,1.0
CCSc1nc(=O)c(C(=O)O)c[nH]1,6.01,True,1.0
CCSc1nc(=O)cc[nH]1,7.01,True,1.0
CCSc1nc(C)c2ncn(C)c2n1,2.64,True,1.0
CCSc1nc2cnccc2c(=O)[nH]1,6.8,True,1.0
CCSc1nccc(=O)n1C,0.9,True,1.0
CCSc1ncccn1,0.7,True,1.0
CC[As](=O)(CC)c1ccc(Br)cc1,2.81,True,1.0
CC[As](=O)(CC)c1ccc(C)cc1,3.15,True,1.0
CC[As](=O)(CC)c1ccc(Cl)cc1,2.79,True,1.0
CC[As](=O)(CC)c1ccc(N(C)C)cc1,3.61,True,1.0
CC[As](=O)(CC)c1ccc(OC)cc1,3.04,True,1.0
CC[As](=O)(CC)c1ccc([N+](=O)[O-])cc1,2.32,True,1.0
CC[As](=O)(CC)c1cccc([N+](=O)[O-])c1,1.91,True,1.0
CC[As](=O)(CC)c1ccccc1,2.95,True,1.0
CC[As](=O)(CC)c1ccccc1OC,3.39,True,1.0
CC[As](=O)(CC)c1ccccc1[N+](=O)[O-],2.15,True,1.0
CC[As](=O)(O)O,4.72,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c(Br)cc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,3.9,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c(Br)cc(C)c(OC(=O)OC)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,4.25,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c(Cl)cc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,4.0,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c(I)cc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,3.9,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c(N)cc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,6.0,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c(NC(C)=O)cc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,4.3,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c([N+]#N)cc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,6.6,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1c([N+](=O)[O-])cc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,2.4,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,4.4,True,1.0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(OC(=O)OC)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,4.15,True,1.0
CC[C@@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,8.54,True,1.0
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,6.65,True,1.0
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,6.62,True,1.0
CC[C@@H](C[C@H]1COC(N)=N1)c1ccccc1,8.98,True,1.0
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,6.87,True,1.0
CC[C@@H]1CN(C(=O)c2ccc(C(F)(F)F)cc2Cl)CCN1c1ccc(C(F)(F)F)cc1C(=O)NCCN,7.6,True,1.0
CC[C@@H]1CN(C(=O)c2ccc(C(F)(F)F)cc2Cl)CCN1c1ccc(C(F)(F)F)cc1CN,7.7,True,1.0
CC[C@@H]1CN(C(=O)c2ccc(C(F)(F)F)cc2Cl)CCN1c1ccc(C(F)(F)F)cc1CNC[C@H](C)O,7.6,True,1.0
CC[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21,6.3,True,1.0
CC[C@@](C)(O)[C@H](N)C(=O)O,2.25,True,1.0
CC[C@@]1(NC(=O)[C@@H]2C=C3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,6.45,True,1.0
CC[C@@]12CCCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4CC1)[C@H]32,7.63,True,1.0
CC[C@H](C)C(=O)OC[C@H]1CCCCC1C=O,10.0,True,1.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,4.3,True,1.0
CC[C@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,8.42,True,1.0
CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)cc(S(C)(=O)=O)n1.Cl,9.4,True,1.0
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C,5.78,True,1.0
CC[C@H](C)[C@H](N)C(=O)O,2.365,True,1.0
CC[C@H](C)[C@H](N)C(=O)OC,7.542,True,1.0
CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,8.0,True,1.0
CC[C@H](C1CC1)n1cc(C#N)nc(Nc2cc(C)c(OC)nc2C)c1=O,2.0,True,1.0
CC[C@H](CO)Nc1cc(NCC2CCOCC2)n2ncc(-c3ccc(C(=O)NC4CC4)c(C)c3)c2n1,3.5,True,1.0
CC[C@H]1C(=O)OC[C@@H]1Cc1cncn1C,7.18,True,1.0
CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,8.87,True,1.0
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,8.43,True,1.0
CC[C@H]1OC(=O)C(C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(NCCCc3ccnc4ccccc34)C(=O)O[C@]12C,5.0,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCCN(C)C(=O)[C@H](C)N)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,7.03,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCCN(C)C)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,7.45,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCN(C)C(=O)CN)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,6.31,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCN(C)C(=O)[C@H](C)N)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,6.81,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCN(C)C)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,5.61,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCO)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,8.56,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(CCCN(C)C)C(=O)CN)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,7.85,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(CCCN(C)C)C(=O)[C@H](C)N)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,7.81,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,8.49,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNC2C(O)CCCC2O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,8.56,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCC(C)(C)CO)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,8.53,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCC(O)CO)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,8.55,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCCN(C)C)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,7.97,True,1.0
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCO)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,8.59,True,1.0
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,8.83,True,1.0
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C,8.79,True,1.0
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,8.36,True,1.0
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,8.18,True,1.0
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,7.73,True,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,9.2,True,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,8.88,True,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,8.74,True,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](N)[C@H](C)[C@@H](O)[C@]1(C)O,8.96,True,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,8.99,True,1.0
CC[C@H]1[C@H](Cc2[nH]c(/C=C3\N=C(C[C@@H]4NC(=O)[C@H](CC)[C@H]4C)C(C)=C3CCC(=O)O)c(CCC(=O)O)c2C)NC(=O)[C@@H]1C,7.6,True,1.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NCCN(C)C)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,8.5,True,1.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NCCN)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,9.48,True,1.0
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)C32,7.9,True,1.0
CC[N+](=O)[O-],8.6,True,1.0
CC[N+](C)(C)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1.[I-],6.46,True,1.0
CC[N+](C)(C)Cc1ccccn1.[Br-],3.05,True,1.0
CC[N+](C)(CC)CC(=NO)C(C)=O.[I-],6.95,True,1.0
CC[N+](C)(CC)CCC(=NO)C(C)=O.[I-],8.6,True,1.0
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],6.72,True,1.0
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],7.17,True,1.0
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],7.31,True,1.0
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.[Cl-],7.7,True,1.0
CC[N+](C)(CC)Cc1ccccn1.[Br-],3.06,True,1.0
CC[N+](C)(CCNC(=O)Nc1ccccc1Br)c1cccc(C)c1.[I-],7.0,True,1.0
CC[N+](CC)(CC)CC(=O)NBr,6.6,True,1.0
CC[N+]([O-])(CC)CC,5.13,True,1.0
CC[N+]([O-])(CC)c1ccccc1,4.53,True,1.0
CC[N+]1(CC)CCCCC1C(=O)O,2.08,True,1.0
CC[P+](Bc1ccc(O)cc1)(CC)CC,11.02,True,1.0
CC[P+](Bc1ccc(O)cc1)(CC)c1ccccc1,11.05,True,1.0
CC[P+](Bc1cccc(O)c1)(CC)CC,11.33,True,1.0
CC[P+](Bc1cccc(O)c1)(CC)c1ccccc1,11.29,True,1.0
CC[Si](C)(C)CN,10.73,True,1.0
CC[n+]1c(/C=C/c2ccc(N(C)C)cc2)ccc2ccccc21.[I-],2.63,True,1.0
CC[n+]1ccccc1C=NO.[I-],8.1,True,1.0
CCc1[nH]nc(C2CC2)c1C,4.3,True,1.0
CCc1[nH]nc(C2CCC2)c1C,4.4,True,1.0
CCc1[nH]nc(C2CCCC2)c1C,4.47,True,1.0
CCc1c(C)c2cc3[nH]c(cc4nc(c(C)c5nc(cc1[nH]2)C(C)=C5)C(CCC(=O)O)=C4C)c(C)c3CC,5.0,True,1.0
CCc1c(C)c[nH]c1C,3.54,True,1.0
CCc1c(C)nc2nc[nH]n2c1=O,6.84,True,1.0
CCc1c(N)nc(N)nc1N,6.84,True,1.0
CCc1c(NC2CC2)nc(C2CC2)nc1N1CCSCC1,6.78,True,1.0
CCc1c(O)c(=O)ccn1C,3.74,True,1.0
CCc1c(O)c(=O)ccn1CC,3.81,True,1.0
CCc1c(O)c(=O)ccn1Cc1cc2ccc(OC)cc2oc1=O,3.09,True,1.0
CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3cc(F)cc(F)c3)cc2oc1=O,3.08,True,1.0
CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3ccc(F)cc3)cc2oc1=O,3.15,True,1.0
CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,3.1,True,1.0
CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3cccc(F)c3)cc2oc1=O,3.12,True,1.0
CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3ccccc3)cc2oc1=O,3.11,True,1.0
CCc1c(O)c(=O)ccn1Cc1cc2ccccc2oc1=O,3.03,True,1.0
CCc1c(O)ccc(C(C)C)c1C,10.85,True,1.0
CCc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(O)c1[N+](=O)[O-],3.3,True,1.0
CCc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-],1.0,True,1.0
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,10.9,True,1.0
CCc1c[n+]([O-])c(C(=O)O)cc1[N+](=O)[O-],2.37,True,1.0
CCc1c[nH]c(=O)[nH]c1=O,9.9,True,1.0
CCc1c[nH]c2ccccc12,-4.25,True,1.0
CCc1cc(=O)[nH]c(=O)n1C1O[C@H](C)[C@@H](O)[C@H]1O,9.5,True,1.0
CCc1cc(C(C)C)c(O)cc1C,10.01,True,1.0
CCc1cc(C(C)C)ccc1O,10.77,True,1.0
CCc1cc(C(N)=S)ccn1,11.89,True,1.0
CCc1cc(C)nnc1C,4.73,True,1.0
CCc1cc(CC)c(C=O)c(CC)c1,-5.0,True,1.0
CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1CC,7.12,True,1.0
CCc1cc(N)cc(CC)c1C(=O)O,2.579,True,1.0
CCc1cc(O)cc(CC)c1N=O,8.34,True,1.0
CCc1cc(O)ccc1N=C1C=C(Br)C(=O)C(Br)=C1,6.4,True,1.0
CCc1cc([N+](=O)[O-])cc(CC)c1O,7.73,True,1.0
CCc1cc2c(C)cc(=O)oc2c(C(C)=O)c1O,7.65,True,1.0
CCc1cc2c(C)cc(=O)oc2cc1O,8.01,True,1.0
CCc1cc2c(O)ccc(CC)c2s1,9.56,True,1.0
CCc1cc2c(O)cccc2s1,9.32,True,1.0
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,14.58,True,1.0
CCc1cc2ccccc2[nH]1,-0.41,True,1.0
CCc1cc[nH]n1,3.3,True,1.0
